label,caption,left_url,right_url,unique_id,id,image_1_path,image_2_path
False,"The picture on the left has several pencils of different colors, and the picture on the right has only one pencil.",82-6.jpg,82-1.jpg,0,0,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-1.jpg
False,"The picture on the left has several pencils of different colors, and the picture on the right has only one pencil.",82-10.jpg,82-12.jpg,0,1,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-12.jpg
True,"The picture on the left has several pencils of different colors, and the picture on the right has only one pencil.",82-4.jpg,82-3.jpg,0,2,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-3.jpg
True,"The picture on the left has several pencils of different colors, and the picture on the right has only one pencil.",82-2.jpg,82-5.jpg,0,3,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-5.jpg
True,"There is no one in the bedroom on the left, and there is someone in the bedroom on the right.",69-7.jpg,69-11.jpg,1,4,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-11.jpg
False,"There is no one in the bedroom on the left, and there is someone in the bedroom on the right.",69-2.jpg,69-1.jpg,1,5,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-1.jpg
True,"There is no one in the bedroom on the left, and there is someone in the bedroom on the right.",69-3.jpg,69-8.jpg,1,6,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-3.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-8.jpg
False,"There is no one in the bedroom on the left, and there is someone in the bedroom on the right.",69-10.jpg,69-4.jpg,1,7,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-4.jpg
True,"Both pictures contain calligraphy, but there are more than two people in the left picture, and there is only one in the right picture.",91-5.jpg,91-7.jpg,2,8,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-5.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-7.jpg
False,"Both pictures contain calligraphy, but there are more than two people in the left picture, and there is only one in the right picture.",91-2.jpg,91-13.jpg,2,9,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-13.jpg
False,"Both pictures contain calligraphy, but there are more than two people in the left picture, and there is only one in the right picture.",91-6.jpg,91-3.jpg,2,10,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-3.jpg
True,"Both pictures contain calligraphy, but there are more than two people in the left picture, and there is only one in the right picture.",91-1.jpg,91-9.jpg,2,11,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-9.jpg
False,"The picture on the right has only a blackboard without people, and the picture on the left has a blackboard with people.",83-12.jpg,83-14.jpg,3,12,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-12.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-14.jpg
True,"The picture on the right has only a blackboard without people, and the picture on the left has a blackboard with people.",83-13.jpg,83-2.jpg,3,13,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-13.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-2.jpg
False,"The picture on the right has only a blackboard without people, and the picture on the left has a blackboard with people.",83-1.jpg,83-5.jpg,3,14,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-5.jpg
True,"The picture on the right has only a blackboard without people, and the picture on the left has a blackboard with people.",83-7.jpg,83-3.jpg,3,15,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-3.jpg
True,"The left picture shows Buddhist-related statues, and the right picture shows people performing ceremonies.",93-5.jpg,93-7.jpg,4,16,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-5.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-7.jpg
False,"The left picture shows Buddhist-related statues, and the right picture shows people performing ceremonies.",93-11.jpg,93-4.jpg,4,17,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-11.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-4.jpg
True,"The left picture shows Buddhist-related statues, and the right picture shows people performing ceremonies.",93-1.jpg,93-8.jpg,4,18,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-8.jpg
False,"The left picture shows Buddhist-related statues, and the right picture shows people performing ceremonies.",93-2.jpg,93-10.jpg,4,19,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-10.jpg
True,"The picture on the left has exactly one brush, and the picture on the right has several brushes.",84-9.jpg,84-4.jpg,5,21,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-9.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-4.jpg
True,"The picture on the left has exactly one brush, and the picture on the right has several brushes.",84-6.jpg,84-11.jpg,5,22,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-11.jpg
False,"The picture on the left has exactly one brush, and the picture on the right has several brushes.",84-10.jpg,84-1.jpg,5,23,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-1.jpg
True,"The picture on the left is a shadow puppet master, and the picture on the right is a shadow puppet stage.",89-7.jpg,89-2.jpg,6,24,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-2.jpg
False,"The picture on the left is a shadow puppet master, and the picture on the right is a shadow puppet stage.",89-3.jpg,89-8.jpg,6,25,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-3.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-8.jpg
False,"The picture on the left is a shadow puppet master, and the picture on the right is a shadow puppet stage.",89-1.jpg,89-6.jpg,6,26,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-6.jpg
True,"The picture on the left is a shadow puppet master, and the picture on the right is a shadow puppet stage.",89-4.jpg,89-5.jpg,6,27,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-5.jpg
False,"In one picture there are two people in the farmland, and the other picture shows exactly one person working with a hoe.",81-7.jpg,81-5.jpg,7,28,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-5.jpg
True,"In one picture there are two people in the farmland, and the other picture shows exactly one person working with a hoe.",81-2.jpg,81-9.jpg,7,29,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-9.jpg
False,"In one picture there are two people in the farmland, and the other picture shows exactly one person working with a hoe.",81-8.jpg,81-3.jpg,7,30,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-8.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-3.jpg
True,"In one picture there are two people in the farmland, and the other picture shows exactly one person working with a hoe.",81-4.jpg,81-6.jpg,7,31,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-6.jpg
False,"There are several white or light-colored villas on the left, and the villa on the right is not white.",75-12.jpg,75-6.jpg,8,32,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-12.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-6.jpg
True,"There are several white or light-colored villas on the left, and the villa on the right is not white.",75-13.jpg,75-1.jpg,8,33,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-13.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-1.jpg
True,"There are several white or light-colored villas on the left, and the villa on the right is not white.",75-11.jpg,75-5.jpg,8,34,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-11.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-5.jpg
False,"There are several white or light-colored villas on the left, and the villa on the right is not white.",75-10.jpg,75-7.jpg,8,35,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/75-别墅/75-7.jpg
False,"One of the pictures shows the courtyard from a bird&#39;s-eye view, and the other shows the courtyard and green trees.",72-9.jpg,72-6.jpg,9,36,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-9.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-6.jpg
False,"One of the pictures shows the courtyard from a bird&#39;s-eye view, and the other shows the courtyard and green trees.",72-4.jpg,72-2.jpg,9,37,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-2.jpg
True,"One of the pictures shows the courtyard from a bird&#39;s-eye view, and the other shows the courtyard and green trees.",72-3.jpg,72-10.jpg,9,38,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-3.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/72-四合院/72-10.jpg
