label,caption,left_url,right_url,unique_id,id,image_1_path,image_2_path
False,"Soldaki resimde bir erkek keman çalıyor, sağdaki resimde ise bir kadın keman tutuyor.",42-9.jpg,42-5.jpg,0,0,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-9.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-5.jpg
True,"Soldaki resimde bir erkek keman çalıyor, sağdaki resimde ise bir kadın keman tutuyor.",42-10.jpg,42-0.jpg,0,1,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-10.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-0.jpg
True,"Soldaki resimde bir erkek keman çalıyor, sağdaki resimde ise bir kadın keman tutuyor.",42-7.jpg,42-6.jpg,0,2,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-7.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-6.jpg
False,"Soldaki resimde bir erkek keman çalıyor, sağdaki resimde ise bir kadın keman tutuyor.",42-3.jpg,42-4.jpg,0,3,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-3.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/42-Keman/42-4.jpg
True,Her iki resim de yeşilliği olan salata içeriyor.,48-5.jpg,48-10.jpg,1,4,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-5.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-10.jpg
False,Her iki resim de yeşilliği olan salata içeriyor.,48-4.jpg,48-6.jpg,1,6,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-4.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-6.jpg
True,Her iki resim de yeşilliği olan salata içeriyor.,48-0.jpg,48-7.jpg,1,7,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-0.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/48-Lahmacun/48-7.jpg
False,Sağdaki resimde yeşil yapraklı ve elmalı ağaç var.,58-3.jpg,58-11.jpg,2,8,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-3.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-11.jpg
True,Sağdaki resimde yeşil yapraklı ve elmalı ağaç var.,58-2.jpg,58-7.jpg,2,9,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-2.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-7.jpg
True,Sağdaki resimde yeşil yapraklı ve elmalı ağaç var.,58-1.jpg,58-5.jpg,2,10,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-1.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-5.jpg
False,Sağdaki resimde yeşil yapraklı ve elmalı ağaç var.,58-4.jpg,58-0.jpg,2,11,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-4.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/58-Elma/58-0.jpg
True,Sağdaki resimde raket tutan tek bir bayan tenis oyuncusu var.,24-7.jpg,24-9.jpg,3,12,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-7.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-9.jpg
False,Sağdaki resimde raket tutan tek bir bayan tenis oyuncusu var.,24-6.jpg,24-8.jpg,3,13,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-6.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-8.jpg
True,Sağdaki resimde raket tutan tek bir bayan tenis oyuncusu var.,24-4.jpg,24-0.jpg,3,14,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-4.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/24-Tenis/24-0.jpg
True,Her iki resimde de üç veya daha fazla sayıda çocuk var.,27-5.jpg,27-6.jpg,4,16,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-5.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-6.jpg
False,Her iki resimde de üç veya daha fazla sayıda çocuk var.,27-11.jpg,27-1.jpg,4,17,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-11.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-1.jpg
False,Her iki resimde de üç veya daha fazla sayıda çocuk var.,27-12.jpg,27-14.jpg,4,18,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-12.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-14.jpg
True,Her iki resimde de üç veya daha fazla sayıda çocuk var.,27-7.jpg,27-4.jpg,4,19,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-7.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/27-Ramazan_Bayramı/27-4.jpg
False,Soldaki resimde el yazılı sayfa içeren bir defter var.,79-4.jpg,79-5.jpg,5,20,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-4.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-5.jpg
True,Soldaki resimde el yazılı sayfa içeren bir defter var.,79-7.jpg,79-11.jpg,5,21,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-7.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-11.jpg
False,Soldaki resimde el yazılı sayfa içeren bir defter var.,79-2.jpg,79-0.jpg,5,22,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-2.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-0.jpg
True,Soldaki resimde el yazılı sayfa içeren bir defter var.,79-8.jpg,79-3.jpg,5,23,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-8.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/79-Defter/79-3.jpg
False,"Soldaki resimde insan bulunmuyor, sağdakinde ise iki veya daha fazla insan var.",29-2.jpg,29-0.jpg,6,24,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-2.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-0.jpg
True,"Soldaki resimde insan bulunmuyor, sağdakinde ise iki veya daha fazla insan var.",29-12.jpg,29-3.jpg,6,25,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-12.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-3.jpg
True,"Soldaki resimde insan bulunmuyor, sağdakinde ise iki veya daha fazla insan var.",29-7.jpg,29-5.jpg,6,26,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-7.jpg,/data/tir/projects/tir4/corpora/marvl/tr/images/29-Yılbaşı/29-5.jpg
