label,caption,left_url,right_url,unique_id,id,image_1_path,image_2_path
False,左圖有好幾隻不同顏色的鉛筆，右圖則只有一支鉛筆。,82-6.jpg,82-1.jpg,0,0,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-1.jpg
False,左圖有好幾隻不同顏色的鉛筆，右圖則只有一支鉛筆。,82-10.jpg,82-12.jpg,0,1,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-12.jpg
True,左圖有好幾隻不同顏色的鉛筆，右圖則只有一支鉛筆。,82-4.jpg,82-3.jpg,0,2,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-3.jpg
True,左圖有好幾隻不同顏色的鉛筆，右圖則只有一支鉛筆。,82-2.jpg,82-5.jpg,0,3,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/82-铅笔/82-5.jpg
True,左圖中的臥室裡沒有人，右圖則有人在臥室裡。,69-7.jpg,69-11.jpg,1,4,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-11.jpg
False,左圖中的臥室裡沒有人，右圖則有人在臥室裡。,69-2.jpg,69-1.jpg,1,5,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-1.jpg
True,左圖中的臥室裡沒有人，右圖則有人在臥室裡。,69-3.jpg,69-8.jpg,1,6,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-3.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-8.jpg
False,左圖中的臥室裡沒有人，右圖則有人在臥室裡。,69-10.jpg,69-4.jpg,1,7,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/69-卧室/69-4.jpg
True,兩張圖中都含有書法，但左圖有兩個以上的人，右圖則只有一個。,91-5.jpg,91-7.jpg,2,8,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-5.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-7.jpg
False,兩張圖中都含有書法，但左圖有兩個以上的人，右圖則只有一個。,91-2.jpg,91-13.jpg,2,9,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-13.jpg
False,兩張圖中都含有書法，但左圖有兩個以上的人，右圖則只有一個。,91-6.jpg,91-3.jpg,2,10,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-3.jpg
True,兩張圖中都含有書法，但左圖有兩個以上的人，右圖則只有一個。,91-1.jpg,91-9.jpg,2,11,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/91-书法/91-9.jpg
False,右圖只有黑板沒有人，左圖則有黑板跟人。,83-12.jpg,83-14.jpg,3,12,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-12.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-14.jpg
True,右圖只有黑板沒有人，左圖則有黑板跟人。,83-13.jpg,83-2.jpg,3,13,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-13.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-2.jpg
False,右圖只有黑板沒有人，左圖則有黑板跟人。,83-1.jpg,83-5.jpg,3,14,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-5.jpg
True,右圖只有黑板沒有人，左圖則有黑板跟人。,83-7.jpg,83-3.jpg,3,15,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/83-黑板/83-3.jpg
True,左圖有佛教相關的雕像，右圖則有舉行儀式的人們。,93-5.jpg,93-7.jpg,4,16,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-5.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-7.jpg
False,左圖有佛教相關的雕像，右圖則有舉行儀式的人們。,93-11.jpg,93-4.jpg,4,17,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-11.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-4.jpg
True,左圖有佛教相關的雕像，右圖則有舉行儀式的人們。,93-1.jpg,93-8.jpg,4,18,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-8.jpg
False,左圖有佛教相關的雕像，右圖則有舉行儀式的人們。,93-2.jpg,93-10.jpg,4,19,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/93-佛教/93-10.jpg
True,左圖只有恰好一支毛筆，右圖則有數支毛筆。,84-9.jpg,84-4.jpg,5,21,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-9.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-4.jpg
True,左圖只有恰好一支毛筆，右圖則有數支毛筆。,84-6.jpg,84-11.jpg,5,22,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-6.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-11.jpg
False,左圖只有恰好一支毛筆，右圖則有數支毛筆。,84-10.jpg,84-1.jpg,5,23,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-10.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/84-毛笔/84-1.jpg
True,左圖是一位皮影戲師傅，右圖則是皮影戲舞台。,89-7.jpg,89-2.jpg,6,24,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-2.jpg
False,左圖是一位皮影戲師傅，右圖則是皮影戲舞台。,89-3.jpg,89-8.jpg,6,25,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-3.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-8.jpg
False,左圖是一位皮影戲師傅，右圖則是皮影戲舞台。,89-1.jpg,89-6.jpg,6,26,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-1.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-6.jpg
True,左圖是一位皮影戲師傅，右圖則是皮影戲舞台。,89-4.jpg,89-5.jpg,6,27,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-4.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/89-皮影戏/89-5.jpg
False,其中一隻圖有兩個人在農地，另一張圖則有恰好一個人拿鋤頭在工作。,81-7.jpg,81-5.jpg,7,28,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-7.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-5.jpg
True,其中一隻圖有兩個人在農地，另一張圖則有恰好一個人拿鋤頭在工作。,81-2.jpg,81-9.jpg,7,29,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-2.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-9.jpg
False,其中一隻圖有兩個人在農地，另一張圖則有恰好一個人拿鋤頭在工作。,81-8.jpg,81-3.jpg,7,30,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-8.jpg,/data/tir/projects/tir4/corpora/marvl/zh/images/81-锄头/81-3.jpg
